,date,zone_id,aoi_num,aoi_type,aoi_area,pai_num_shift_3,pai_num_shift_4,pai_num_shift_5,pai_num_shift_6,pai_num_shift_7,shou_num_shift_3,shou_num_shift_4,shou_num_shift_5,shou_num_shift_6,shou_num_shift_7,month,day,weekofyear,weekday,dayofyear,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,daily_delim_1,daily_delim_2,daily_delim_3,daily_delim_4,daily_delim_5,daily_delim_6,pai_num_groupby_weekday_max,pai_num_groupby_weekday_min,pai_num_groupby_weekday_median,pai_num_groupby_weekday_std,pai_num_groupby_weekday_sum,pai_num_groupby_month_max,pai_num_groupby_month_min,pai_num_groupby_month_median,pai_num_groupby_month_std,pai_num_groupby_month_sum,shou_num_groupby_weekday_max,shou_num_groupby_weekday_min,shou_num_groupby_weekday_median,shou_num_groupby_weekday_std,shou_num_groupby_weekday_sum,shou_num_groupby_month_max,shou_num_groupby_month_min,shou_num_groupby_month_median,shou_num_groupby_month_std,shou_num_groupby_month_sum,festival,is_sale,target
0,2020-03-08,0,22,6,288830.06033,545.0,565.0,603.0,478.0,481.0,440.0,437.0,476.0,470.0,298.0,3,8,10,6,68,1,1,0,0,0,0,-1.0706559174215244e-11,1.0,-2.141311834843049e-11,1.0,-3.015847065912028e-12,1.0,529.0,268.0,358.0,59.89502817429841,9096.0,603.0,344.0,463.0,65.15062193088619,14387.0,364.0,216.0,291.0,40.35133702865371,7441.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,487.0
1,2020-03-09,0,22,6,288830.06033,543.0,545.0,565.0,603.0,478.0,412.0,440.0,437.0,476.0,470.0,3,9,11,0,69,1,0,0,0,0,0,-6.408020552226467e-12,1.0,-1.2816041104452934e-11,1.0,-3.3775976885046254e-11,1.0,478.0,282.0,364.0,51.78904903548626,9247.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,284.0,369.0,53.48261773698067,9459.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,448.0
2,2020-03-10,0,22,6,288830.06033,512.0,543.0,545.0,565.0,603.0,405.0,412.0,440.0,437.0,476.0,3,10,11,1,70,1,0,0,0,0,0,-2.1094819302376906e-12,1.0,-4.218963860475381e-12,1.0,-6.328445790713072e-12,1.0,603.0,319.0,411.0,64.07790258739749,10492.0,603.0,344.0,463.0,65.15062193088619,14387.0,521.0,308.0,368.0,52.16874159877733,9533.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,498.0
3,2020-03-11,0,22,6,288830.06033,487.0,512.0,543.0,545.0,565.0,342.0,405.0,412.0,440.0,437.0,3,11,11,2,71,1,0,0,0,0,0,2.189056691751086e-12,1.0,4.378113383502172e-12,1.0,-3.70885756098473e-11,1.0,569.0,355.0,420.0,60.5656536330617,11024.0,603.0,344.0,463.0,65.15062193088619,14387.0,455.0,314.0,355.0,42.94230548072611,9218.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,505.0
4,2020-03-12,0,22,6,288830.06033,448.0,487.0,512.0,543.0,545.0,518.0,342.0,405.0,412.0,440.0,3,12,11,3,72,1,0,0,0,0,0,-8.06431991462699e-12,1.0,-1.612863982925398e-11,1.0,-9.641044515514115e-12,1.0,609.0,338.0,426.0,68.20850386865263,11040.0,603.0,344.0,463.0,65.15062193088619,14387.0,476.0,219.0,336.0,57.46720804076008,8665.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,589.0
5,2020-03-13,0,22,6,288830.06033,498.0,448.0,487.0,512.0,543.0,422.0,518.0,342.0,405.0,412.0,3,13,11,4,73,1,0,0,0,0,0,-3.7657812926382126e-12,1.0,-7.531562585276425e-12,1.0,-4.040117433464834e-11,1.0,552.0,289.0,414.0,56.17293298377788,10476.0,603.0,344.0,463.0,65.15062193088619,14387.0,487.0,244.0,332.0,54.123562336564646,8530.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,475.0
6,2020-03-14,0,22,6,288830.06033,505.0,498.0,448.0,487.0,512.0,409.0,422.0,518.0,342.0,405.0,3,14,11,5,74,1,1,0,0,0,0,5.327573293505642e-13,1.0,1.0655146587011284e-12,1.0,-1.2953643240315159e-11,1.0,577.0,293.0,409.0,57.93740070110153,10231.0,603.0,344.0,463.0,65.15062193088619,14387.0,405.0,247.0,295.0,39.25534868014803,7594.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,437.0
7,2020-03-15,0,22,6,288830.06033,589.0,505.0,498.0,448.0,487.0,379.0,409.0,422.0,518.0,342.0,3,15,11,6,75,1,1,0,0,0,0,-9.720619277027511e-12,1.0,-1.9441238554055022e-11,1.0,1.4493887854018022e-11,1.0,529.0,268.0,358.0,59.89502817429841,9096.0,603.0,344.0,463.0,65.15062193088619,14387.0,364.0,216.0,291.0,40.35133702865371,7441.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,398.0
8,2020-03-16,0,22,6,288830.06033,475.0,589.0,505.0,498.0,448.0,369.0,379.0,409.0,422.0,518.0,3,16,12,0,76,1,0,0,0,0,0,-5.422080655038734e-12,1.0,-1.0844161310077468e-11,1.0,-1.6266241965116202e-11,1.0,478.0,282.0,364.0,51.78904903548626,9247.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,284.0,369.0,53.48261773698067,9459.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,466.0
9,2020-03-17,0,22,6,288830.06033,437.0,475.0,589.0,505.0,498.0,314.0,369.0,379.0,409.0,422.0,3,17,12,1,77,1,0,0,0,0,0,-1.1235420330499576e-12,1.0,-2.247084066099915e-12,1.0,1.1181289129216979e-11,1.0,603.0,319.0,411.0,64.07790258739749,10492.0,603.0,344.0,463.0,65.15062193088619,14387.0,521.0,308.0,368.0,52.16874159877733,9533.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,449.0
10,2020-03-18,0,22,6,288830.06033,398.0,437.0,475.0,589.0,505.0,351.0,314.0,369.0,379.0,409.0,3,18,12,2,78,1,0,0,0,0,0,-1.1376918639428033e-11,1.0,-2.2753837278856066e-11,1.0,-1.9578840689917248e-11,1.0,569.0,355.0,420.0,60.5656536330617,11024.0,603.0,344.0,463.0,65.15062193088619,14387.0,455.0,314.0,355.0,42.94230548072611,9218.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,455.0
11,2020-03-19,0,22,6,288830.06033,466.0,398.0,437.0,475.0,589.0,369.0,351.0,314.0,369.0,379.0,3,19,12,3,79,1,0,0,0,0,0,-7.078380017439256e-12,1.0,-1.4156760034878512e-11,1.0,7.868690404415936e-12,1.0,609.0,338.0,426.0,68.20850386865263,11040.0,603.0,344.0,463.0,65.15062193088619,14387.0,476.0,219.0,336.0,57.46720804076008,8665.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,436.0
12,2020-03-20,0,22,6,288830.06033,449.0,466.0,398.0,437.0,475.0,344.0,369.0,351.0,314.0,369.0,3,20,12,4,80,1,0,0,0,0,0,-2.7798413954504796e-12,1.0,-5.559682790900959e-12,1.0,-2.289143941471829e-11,1.0,552.0,289.0,414.0,56.17293298377788,10476.0,603.0,344.0,463.0,65.15062193088619,14387.0,487.0,244.0,332.0,54.123562336564646,8530.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,417.0
13,2020-03-21,0,22,6,288830.06033,455.0,449.0,466.0,398.0,437.0,355.0,344.0,369.0,351.0,314.0,3,21,12,5,81,1,1,0,0,0,0,1.5186972265382972e-12,1.0,3.0373944530765945e-12,1.0,4.5560916796148915e-12,1.0,577.0,293.0,409.0,57.93740070110153,10231.0,603.0,344.0,463.0,65.15062193088619,14387.0,405.0,247.0,295.0,39.25534868014803,7594.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,463.0
14,2020-03-22,0,22,6,288830.06033,436.0,455.0,449.0,466.0,398.0,282.0,355.0,344.0,369.0,351.0,3,22,12,6,82,1,1,0,0,0,0,-8.734679379839778e-12,1.0,-1.7469358759679556e-11,1.0,-2.6204038139519335e-11,1.0,529.0,268.0,358.0,59.89502817429841,9096.0,603.0,344.0,463.0,65.15062193088619,14387.0,364.0,216.0,291.0,40.35133702865371,7441.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,344.0
15,2020-03-23,0,22,6,288830.06033,417.0,436.0,455.0,449.0,466.0,314.0,282.0,355.0,344.0,369.0,3,23,13,0,83,1,0,0,0,0,0,-4.436140757851001e-12,1.0,-8.872281515702002e-12,1.0,1.243492954813848e-12,1.0,478.0,282.0,364.0,51.78904903548626,9247.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,284.0,369.0,53.48261773698067,9459.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,351.0
16,2020-03-24,0,22,6,288830.06033,463.0,417.0,436.0,455.0,449.0,295.0,314.0,282.0,355.0,344.0,3,24,13,1,84,1,0,0,0,0,0,-1.3760213586222466e-13,1.0,-2.752042717244493e-13,1.0,-2.951663686432038e-11,1.0,603.0,319.0,411.0,64.07790258739749,10492.0,603.0,344.0,463.0,65.15062193088619,14387.0,521.0,308.0,368.0,52.16874159877733,9533.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,433.0
17,2020-03-25,0,22,6,288830.06033,344.0,463.0,417.0,436.0,455.0,285.0,295.0,314.0,282.0,355.0,3,25,13,2,85,1,0,0,0,0,0,-1.03909787422403e-11,1.0,-2.07819574844806e-11,1.0,-2.0691057699871957e-12,1.0,569.0,355.0,420.0,60.5656536330617,11024.0,603.0,344.0,463.0,65.15062193088619,14387.0,455.0,314.0,355.0,42.94230548072611,9218.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,541.0
18,2020-03-26,0,22,6,288830.06033,351.0,344.0,463.0,417.0,436.0,398.0,285.0,295.0,314.0,282.0,3,26,13,3,86,1,0,0,0,0,0,-6.0924401202515236e-12,1.0,-1.2184880240503047e-11,1.0,-3.282923558912142e-11,1.0,609.0,338.0,426.0,68.20850386865263,11040.0,603.0,344.0,463.0,65.15062193088619,14387.0,476.0,219.0,336.0,57.46720804076008,8665.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,436.0
19,2020-03-27,0,22,6,288830.06033,433.0,351.0,344.0,463.0,417.0,378.0,398.0,285.0,295.0,314.0,3,27,13,4,87,1,0,0,0,0,0,-1.7939014982627466e-12,1.0,-3.587802996525493e-12,1.0,-5.38170449478824e-12,1.0,552.0,289.0,414.0,56.17293298377788,10476.0,603.0,344.0,463.0,65.15062193088619,14387.0,487.0,244.0,332.0,54.123562336564646,8530.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,468.0
20,2020-03-28,0,22,6,288830.06033,541.0,433.0,351.0,344.0,463.0,455.0,378.0,398.0,285.0,295.0,3,28,13,5,88,1,1,0,0,0,0,2.50463712372603e-12,1.0,5.00927424745206e-12,1.0,-3.6141834313922464e-11,1.0,577.0,293.0,409.0,57.93740070110153,10231.0,603.0,344.0,463.0,65.15062193088619,14387.0,405.0,247.0,295.0,39.25534868014803,7594.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,409.0
21,2020-03-29,0,22,6,288830.06033,436.0,541.0,433.0,351.0,344.0,356.0,455.0,378.0,398.0,285.0,3,29,13,6,89,1,1,0,0,0,0,-7.748739482652045e-12,1.0,-1.549747896530409e-11,1.0,-8.694303219589284e-12,1.0,529.0,268.0,358.0,59.89502817429841,9096.0,603.0,344.0,463.0,65.15062193088619,14387.0,364.0,216.0,291.0,40.35133702865371,7441.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,376.0
22,2020-03-30,0,22,6,288830.06033,468.0,436.0,541.0,433.0,351.0,316.0,356.0,455.0,378.0,398.0,3,30,14,0,90,1,0,0,0,0,0,-3.4502008606632685e-12,1.0,-6.900401721326537e-12,1.0,-3.945443303872351e-11,1.0,478.0,282.0,364.0,51.78904903548626,9247.0,603.0,344.0,463.0,65.15062193088619,14387.0,518.0,284.0,369.0,53.48261773698067,9459.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,421.0
23,2020-03-31,0,22,6,288830.06033,409.0,468.0,436.0,541.0,433.0,281.0,316.0,356.0,455.0,378.0,3,31,14,1,91,1,0,0,1,0,1,8.483377613255083e-13,1.0,1.6966755226510165e-12,1.0,-1.2006901944390327e-11,1.0,603.0,319.0,411.0,64.07790258739749,10492.0,603.0,344.0,463.0,65.15062193088619,14387.0,521.0,308.0,368.0,52.16874159877733,9533.0,518.0,270.0,369.0,63.085558736717466,11508.0,0,0,358.0
24,2020-04-01,0,22,6,288830.06033,376.0,409.0,468.0,436.0,541.0,270.0,281.0,316.0,356.0,455.0,4,1,14,2,92,2,0,1,0,1,0,-9.405038845052567e-12,1.0,-1.8810077690105133e-11,1.0,1.5440629149942854e-11,1.0,569.0,355.0,420.0,60.5656536330617,11024.0,465.0,268.0,394.5,45.915973981466045,11571.0,455.0,314.0,355.0,42.94230548072611,9218.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,362.0
25,2020-04-02,0,22,6,288830.06033,421.0,376.0,409.0,468.0,436.0,384.0,270.0,281.0,316.0,356.0,4,2,14,3,93,2,0,0,0,0,0,-5.1065002230637905e-12,1.0,-1.0213000446127581e-11,1.0,-1.5319500669191372e-11,1.0,609.0,338.0,426.0,68.20850386865263,11040.0,465.0,268.0,394.5,45.915973981466045,11571.0,476.0,219.0,336.0,57.46720804076008,8665.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,426.0
26,2020-04-03,0,22,6,288830.06033,358.0,421.0,376.0,409.0,468.0,384.0,384.0,270.0,281.0,316.0,4,3,14,4,94,2,0,0,0,0,0,-8.079616010750135e-13,1.0,-1.615923202150027e-12,1.0,1.212803042514181e-11,1.0,552.0,289.0,414.0,56.17293298377788,10476.0,465.0,268.0,394.5,45.915973981466045,11571.0,487.0,244.0,332.0,54.123562336564646,8530.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,416.0
27,2020-04-04,0,22,6,288830.06033,362.0,358.0,421.0,376.0,409.0,329.0,384.0,384.0,270.0,281.0,4,4,14,5,95,2,1,0,0,0,0,-1.1061338207453088e-11,1.0,-2.2122676414906177e-11,1.0,-1.8632099393992415e-11,1.0,577.0,293.0,409.0,57.93740070110153,10231.0,465.0,268.0,394.5,45.915973981466045,11571.0,405.0,247.0,295.0,39.25534868014803,7594.0,521.0,269.0,331.5,54.54698280687331,10398.0,1,0,374.0
28,2020-04-05,0,22,6,288830.06033,426.0,362.0,358.0,421.0,376.0,448.0,329.0,384.0,384.0,270.0,4,5,14,6,96,2,1,0,0,0,0,-6.762799585464312e-12,1.0,-1.3525599170928624e-11,1.0,8.815431700340767e-12,1.0,529.0,268.0,358.0,59.89502817429841,9096.0,465.0,268.0,394.5,45.915973981466045,11571.0,364.0,216.0,291.0,40.35133702865371,7441.0,521.0,269.0,331.5,54.54698280687331,10398.0,1,0,268.0
29,2020-04-06,0,22,6,288830.06033,416.0,426.0,362.0,358.0,421.0,478.0,448.0,329.0,384.0,384.0,4,6,15,0,97,2,0,0,0,0,0,-2.4642609634755355e-12,1.0,-4.928521926951071e-12,1.0,-2.1944698118793458e-11,1.0,478.0,282.0,364.0,51.78904903548626,9247.0,465.0,268.0,394.5,45.915973981466045,11571.0,518.0,284.0,369.0,53.48261773698067,9459.0,521.0,269.0,331.5,54.54698280687331,10398.0,1,0,282.0
30,2020-04-07,0,22,6,288830.06033,374.0,416.0,426.0,362.0,358.0,285.0,478.0,448.0,329.0,384.0,4,7,15,1,98,2,0,0,0,0,0,1.834277658513241e-12,1.0,3.668555317026482e-12,1.0,5.502832975539724e-12,1.0,603.0,319.0,411.0,64.07790258739749,10492.0,465.0,268.0,394.5,45.915973981466045,11571.0,521.0,308.0,368.0,52.16874159877733,9533.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,319.0
31,2020-04-08,0,22,6,288830.06033,268.0,374.0,416.0,426.0,362.0,269.0,285.0,478.0,448.0,329.0,4,8,15,2,99,2,0,0,0,0,0,-8.419098947864834e-12,1.0,-1.6838197895729667e-11,1.0,-2.52572968435945e-11,1.0,569.0,355.0,420.0,60.5656536330617,11024.0,465.0,268.0,394.5,45.915973981466045,11571.0,455.0,314.0,355.0,42.94230548072611,9218.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,465.0
32,2020-04-09,0,22,6,288830.06033,282.0,268.0,374.0,416.0,426.0,306.0,269.0,285.0,478.0,448.0,4,9,15,3,100,2,0,0,0,0,0,-4.1205603258760575e-12,1.0,-8.241120651752115e-12,1.0,2.19023425073868e-12,1.0,609.0,338.0,426.0,68.20850386865263,11040.0,465.0,268.0,394.5,45.915973981466045,11571.0,476.0,219.0,336.0,57.46720804076008,8665.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,404.0
33,2020-04-10,0,22,6,288830.06033,319.0,282.0,268.0,374.0,416.0,387.0,306.0,269.0,285.0,478.0,4,10,15,4,101,2,0,0,0,0,0,1.779782961127194e-13,1.0,3.559565922254388e-13,1.0,-2.8569895568395544e-11,1.0,552.0,289.0,414.0,56.17293298377788,10476.0,465.0,268.0,394.5,45.915973981466045,11571.0,487.0,244.0,332.0,54.123562336564646,8530.0,521.0,269.0,331.5,54.54698280687331,10398.0,0,0,433.0
