,RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME
0,531,JiNan,36.675807,117.000923,370,169598.95667827773,115.650497,34.437054,ShangQiu
1,531,JiNan,36.675807,117.000923,378,121087.66688932103,114.341447,34.797049,KaiFeng
2,531,JiNan,36.675807,117.000923,393,87800.67565545745,115.041299,35.768234,PuYang
3,531,JiNan,36.675807,117.000923,530,247245.58705466017,115.469381,35.246531,HeZe
4,531,JiNan,36.675807,117.000923,531,2302472.1730769756,117.000923,36.675807,JiNan
5,531,JiNan,36.675807,117.000923,532,2419867.674669549,120.355173,36.082982,QingDao
6,531,JiNan,36.675807,117.000923,533,390829.8797279478,118.047648,36.814939,ZiBo
7,531,JiNan,36.675807,117.000923,534,264833.7473507219,116.307428,37.453968,DeZhou
8,531,JiNan,36.675807,117.000923,535,976193.8502337816,121.391382,37.539297,YanTai
9,531,JiNan,36.675807,117.000923,536,1039645.0851527761,119.107078,36.70925,WeiFang
10,531,JiNan,36.675807,117.000923,537,315570.8038648518,116.587245,35.415393,JiNing
11,531,JiNan,36.675807,117.000923,538,218378.31326260197,117.129063,36.194968,TaiAn
12,531,JiNan,36.675807,117.000923,539,592263.1222288294,118.326443,35.065282,LinYi
13,531,JiNan,36.675807,117.000923,543,194011.9892745817,118.016974,37.383542,BinZhou
14,531,JiNan,36.675807,117.000923,546,138342.09756387718,118.66471,37.434564,DongYing
15,531,JiNan,36.675807,117.000923,631,350140.58948563854,122.116394,37.509691,WeiHai
16,531,JiNan,36.675807,117.000923,632,153887.94088614098,117.557964,34.856424,ZaoZhuang
17,531,JiNan,36.675807,117.000923,633,146815.9868174412,119.461208,35.428588,RiZhao
18,531,JiNan,36.675807,117.000923,635,266147.6808098342,115.980367,36.456013,LiaoCheng
19,760,ZhongShan,22.521113,113.382391,20,10628071.747825006,113.280637,23.125178,GuangZhou
20,760,ZhongShan,22.521113,113.382391,660,208789.50983739548,115.364238,22.774485,ShanWei
21,760,ZhongShan,22.521113,113.382391,662,112691.76070350029,111.975107,21.859222,YangJiang
22,760,ZhongShan,22.521113,113.382391,663,397815.727492681,116.355733,23.543778,JieYang
23,760,ZhongShan,22.521113,113.382391,668,152801.7288158207,110.919229,21.659751,MaoMing
24,760,ZhongShan,22.521113,113.382391,735,117795.04847349299,113.032067,25.793589,ChenZhou
25,760,ZhongShan,22.521113,113.382391,746,84187.86634516258,111.608019,26.434516,YongZhou
26,760,ZhongShan,22.521113,113.382391,750,784254.3773257425,113.094942,22.590431,JiangMen
27,760,ZhongShan,22.521113,113.382391,751,155712.28435461476,113.591544,24.801322,ShaoGuan
28,760,ZhongShan,22.521113,113.382391,752,1488260.3010488318,114.412599,23.079404,HuiZhou
29,760,ZhongShan,22.521113,113.382391,753,176210.3232531186,116.117582,24.299112,MeiZhou
30,760,ZhongShan,22.521113,113.382391,754,885901.5760950944,116.708463,23.37102,ShanTou
31,760,ZhongShan,22.521113,113.382391,755,12379566.649241125,114.085947,22.547,ShenZhen
32,760,ZhongShan,22.521113,113.382391,756,658181.2887587987,113.553986,22.224979,ZhuHai
33,760,ZhongShan,22.521113,113.382391,757,2994252.5551483743,113.122717,23.028762,FoShan
34,760,ZhongShan,22.521113,113.382391,758,330054.53405092435,112.472529,23.051546,ZhaoQing
35,760,ZhongShan,22.521113,113.382391,759,230415.1893109582,110.364977,21.274898,ZhanJiang
36,760,ZhongShan,22.521113,113.382391,760,1176945.2847356903,113.382391,22.521113,ZhongShan
37,760,ZhongShan,22.521113,113.382391,762,152754.07249664428,114.697802,23.746266,HeYuan
38,760,ZhongShan,22.521113,113.382391,763,254736.56472520976,113.051227,23.685022,QingYuan
39,760,ZhongShan,22.521113,113.382391,766,109659.89817043889,112.044439,22.929801,YunFu
40,760,ZhongShan,22.521113,113.382391,768,267739.5643350524,116.632301,23.661701,ChaoZhou
41,760,ZhongShan,22.521113,113.382391,769,4112683.6922398154,113.746262,23.046237,DongGuan
42,760,ZhongShan,22.521113,113.382391,770,44204.620717925,108.345478,21.614631,FangChengGang
43,760,ZhongShan,22.521113,113.382391,771,1236223.8415293961,108.320004,22.82402,NanNing/ChongZuo
44,760,ZhongShan,22.521113,113.382391,772,218031.0449140576,109.411703,24.314617,LiuZhou/LaiBin
45,760,ZhongShan,22.521113,113.382391,773,176306.0420532827,110.299121,25.274215,GuiLin
46,760,ZhongShan,22.521113,113.382391,774,116152.8008836906,111.297604,23.474803,WuZhou/HeZhou
47,760,ZhongShan,22.521113,113.382391,775,185855.58317007672,110.154393,22.63136,GuiGang/YuLin
48,760,ZhongShan,22.521113,113.382391,776,61291.848113552376,106.616285,23.897742,BaiSe
49,760,ZhongShan,22.521113,113.382391,777,69704.81309544196,108.624175,21.967127,QinZhou
50,760,ZhongShan,22.521113,113.382391,778,42619.23578168543,108.062105,24.695899,HeChi
51,760,ZhongShan,22.521113,113.382391,779,73304.76061505,109.119254,21.473343,BeiHai
52,760,ZhongShan,22.521113,113.382391,797,472124.6233664034,114.940278,25.85097,GanZhou
53,760,ZhongShan,22.521113,113.382391,871,1159987.128679552,102.712251,25.040609,KunMing
54,760,ZhongShan,22.521113,113.382391,876,32310.172078016578,104.24401,23.36951,WenShanZhou
55,760,ZhongShan,22.521113,113.382391,898,650356.9164928703,110.33119,20.031971,HaiKou
56,760,ZhongShan,22.521113,113.382391,8981,110111.82087899292,109.7525,18.40005,SanYa
57,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,23,2835711.7865593345,106.504962,29.533155,ChongQing
58,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,28,3062426.239641449,104.065735,30.659462,ChengDu/ZiYang/MeiShan
59,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,52,142754.3687058112,106.927231,27.725451,Zunyi
60,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,53,34063.98013249111,106.2553,26.40574,Anshun
61,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,86,5151.485638250704,98.66526,27.741779,NuJiangZhou
62,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,88,33667.42946365293,100.22549,26.87721,LiJiang
63,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,691,36977.63468590433,100.797941,22.001724,XiShuangBanNa
64,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,692,95222.60581810931,98.578363,24.436694,DeHongZhou
65,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,812,37531.38216051693,101.716007,26.580446,PanZhiHua
66,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,813,54031.02880266183,104.773447,29.352765,ZiGong
67,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,816,152079.16695376174,104.741722,31.46402,MianYang
68,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,817,106580.24393093065,106.082974,30.795281,NanChong
69,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,818,81591.45232681988,107.502262,31.209484,DaZhou
70,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,825,53533.480583987155,105.571331,30.513311,SuiNing
71,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,826,50186.70726000404,106.633369,30.456398,GuangAn
72,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,827,38701.12817666637,106.753669,31.858809,BaZhong
73,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,830,93341.3996960727,105.443348,28.889138,LuZhou
74,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,831,86712.83893789255,104.630825,28.760189,YiBin
75,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,832,52877.52925895891,104.641917,30.122211,NeiJiang
76,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,833,76631.9027848269,103.761263,29.582024,LeShan
77,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,834,46074.995858330614,102.258746,27.886762,XiChang
78,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,835,38927.90185456571,103.001033,29.987722,YaAn
79,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,836,9834.531320960084,101.963815,30.050663,GanZiZhou
80,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,837,13456.438655825012,102.221374,31.899792,ABaZhou
81,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,838,106574.1515037632,104.398651,31.127991,DeYang
82,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,839,42928.59569452125,105.829757,32.433668,GuangYuan
83,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,851,776920.0346955833,106.713478,26.578343,GuiYang
84,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,854,56162.02443856369,107.517156,26.258219,QianNanZhou
85,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,855,45079.899420981266,107.977488,26.583352,QianDongNanZhou
86,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,856,42372.83094957988,109.191555,27.718346,TongRen
87,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,857,51326.6680766682,105.28501,27.301693,BiJie
88,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,858,40725.84480531392,104.846743,26.584643,LiuPanShui
89,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,859,34159.5621915121,104.897971,25.08812,QianXiNanZhou
90,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,870,30613.09264370718,103.717216,27.336999,ZhaoTong
91,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,872,58481.88531665636,100.225668,25.589449,DaLiZhou
92,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,873,56499.81567818092,103.384182,23.366775,HongHeZhou
93,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,874,52653.36855537805,103.797851,25.501557,QuJing
94,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,875,31723.444264337548,99.167133,25.111802,BaoShan
95,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,877,41959.22283854555,102.543907,24.350461,YuXi
96,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,878,25214.525236998983,101.546046,25.041988,ChuXiongZhou
97,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,879,26261.74577344758,100.972344,22.777321,PuEr
98,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,883,21594.269626832785,100.08697,23.886567,LinCang
99,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,887,7496.393161365086,99.706463,27.826853,DiQingZhou
100,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,891,30002.225279718026,91.132212,29.660361,LaSa
101,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,892,1959.7307388614704,88.885148,29.267519,RiKaZe
102,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,893,819.7699221973198,91.766529,29.236023,ShanNan
103,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,894,7473.377325399183,94.362348,29.654693,LinZhi
104,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,895,444.747183223484,97.178452,31.136875,ChangDu
105,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,896,1217.1315607851204,92.060214,31.476004,NaQu
106,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,941,7394.852708574336,102.91102,34.98327,GanNanZhou
107,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,973,1714.0028431078563,102.019988,35.517744,Huang
108,28,ChengDu/ZiYang/MeiShan,30.659462,104.065735,975,913.1871387648096,100.242143,34.4736,GuoLuoZangZuZhiZhou
109,572,HuZhou,30.867198,120.102398,21,15164637.905591248,121.472644,31.231706,ShangHai
110,572,HuZhou,30.867198,120.102398,25,3270666.6090724147,118.767413,32.041544,NanJing
111,572,HuZhou,30.867198,120.102398,510,2277423.7668733923,120.301663,31.574729,WuXi
112,572,HuZhou,30.867198,120.102398,511,361523.2742434816,119.452753,32.204402,ZhenJiang
113,572,HuZhou,30.867198,120.102398,512,5723018.313268513,120.619585,31.299379,SuZhou
114,572,HuZhou,30.867198,120.102398,513,1061892.7589881942,120.864608,32.016212,NanTong
115,572,HuZhou,30.867198,120.102398,514,484462.362055354,119.421003,32.393159,YangZhou
116,572,HuZhou,30.867198,120.102398,515,459686.15884298383,120.139998,33.377631,YanCheng
117,572,HuZhou,30.867198,120.102398,516,508764.3770899401,117.184811,34.261792,XuZhou
118,572,HuZhou,30.867198,120.102398,517,617076.763463511,119.021265,33.597506,HuaiAn
119,572,HuZhou,30.867198,120.102398,518,504909.9015020032,119.178821,34.600018,LianYunGang
120,572,HuZhou,30.867198,120.102398,519,1621704.360652369,119.946973,31.772752,ChangZhou
121,572,HuZhou,30.867198,120.102398,523,654853.3457388971,119.92554,32.45546,
122,572,HuZhou,30.867198,120.102398,527,294950.6456484583,118.275162,33.963008,SuQian
123,572,HuZhou,30.867198,120.102398,550,195793.68575288338,118.316264,32.303627,ChuZhou
