date,zone_id,pai_num,shou_num,aoi_num,aoi_type,aoi_area
20200811,0,0,0,22,6,288830.0603
20200811,1,0,0,10,5,180600.8644
20200811,2,0,0,7,4,360342.626
20200811,3,0,0,3,2,97953.121
20200811,4,0,0,20,8,392193.5197
20200811,5,0,0,10,3,58803.83569
20200811,6,0,0,16,4,365653.4691
20200811,7,0,0,19,6,1299344.45
20200811,8,0,0,16,8,275523.266
20200811,9,0,0,15,4,433650.5774
20200811,10,0,0,9,3,31913.93217
20200811,11,0,0,11,4,71794.8842
20200811,12,0,0,18,6,287706.2678
20200811,13,0,0,11,4,228431.6283
20200811,14,0,0,4,1,23778.3705
20200811,15,0,0,14,8,151730.7297
20200811,16,0,0,10,3,215623.9812
20200811,17,0,0,60,7,1694363.626
20200811,18,0,0,24,6,317384.4481
20200811,19,0,0,14,5,414835.9675
20200811,20,0,0,14,4,180541.6395
20200811,21,0,0,8,3,149347.454
20200811,22,0,0,5,3,68223.422
20200811,23,0,0,1,1,43777
20200811,24,0,0,5,3,19409.26533
20200811,25,0,0,23,5,330315.4507
20200811,26,0,0,24,6,997292.888
20200811,27,0,0,3,2,8859.7887
20200811,28,0,0,12,4,244104.3691
20200811,29,0,0,21,7,138674.1693
20200812,0,0,0,22,6,288830.0603
20200812,1,0,0,10,5,180600.8644
20200812,2,0,0,7,4,360342.626
20200812,3,0,0,3,2,97953.121
20200812,4,0,0,20,8,392193.5197
20200812,5,0,0,10,3,58803.83569
20200812,6,0,0,16,4,365653.4691
20200812,7,0,0,19,6,1299344.45
20200812,8,0,0,16,8,275523.266
20200812,9,0,0,15,4,433650.5774
20200812,10,0,0,9,3,31913.93217
20200812,11,0,0,11,4,71794.8842
20200812,12,0,0,18,6,287706.2678
20200812,13,0,0,11,4,228431.6283
20200812,14,0,0,4,1,23778.3705
20200812,15,0,0,14,8,151730.7297
20200812,16,0,0,10,3,215623.9812
20200812,17,0,0,60,7,1694363.626
20200812,18,0,0,24,6,317384.4481
20200812,19,0,0,14,5,414835.9675
20200812,20,0,0,14,4,180541.6395
20200812,21,0,0,8,3,149347.454
20200812,22,0,0,5,3,68223.422
20200812,23,0,0,1,1,43777
20200812,24,0,0,5,3,19409.26533
20200812,25,0,0,23,5,330315.4507
20200812,26,0,0,24,6,997292.888
20200812,27,0,0,3,2,8859.7887
20200812,28,0,0,12,4,244104.3691
20200812,29,0,0,21,7,138674.1693
20200813,0,0,0,22,6,288830.0603
20200813,1,0,0,10,5,180600.8644
20200813,2,0,0,7,4,360342.626
20200813,3,0,0,3,2,97953.121
20200813,4,0,0,20,8,392193.5197
20200813,5,0,0,10,3,58803.83569
20200813,6,0,0,16,4,365653.4691
20200813,7,0,0,19,6,1299344.45
20200813,8,0,0,16,8,275523.266
20200813,9,0,0,15,4,433650.5774
20200813,10,0,0,9,3,31913.93217
20200813,11,0,0,11,4,71794.8842
20200813,12,0,0,18,6,287706.2678
20200813,13,0,0,11,4,228431.6283
20200813,14,0,0,4,1,23778.3705
20200813,15,0,0,14,8,151730.7297
20200813,16,0,0,10,3,215623.9812
20200813,17,0,0,60,7,1694363.626
20200813,18,0,0,24,6,317384.4481
20200813,19,0,0,14,5,414835.9675
20200813,20,0,0,14,4,180541.6395
20200813,21,0,0,8,3,149347.454
20200813,22,0,0,5,3,68223.422
20200813,23,0,0,1,1,43777
20200813,24,0,0,5,3,19409.26533
20200813,25,0,0,23,5,330315.4507
20200813,26,0,0,24,6,997292.888
20200813,27,0,0,3,2,8859.7887
20200813,28,0,0,12,4,244104.3691
20200813,29,0,0,21,7,138674.1693
