date,zone_id,pai_num,shou_num,aoi_num,aoi_type,aoi_area
20200823,0,0,0,22,6,288830.0603
20200823,1,0,0,10,5,180600.8644
20200823,2,0,0,7,4,360342.626
20200823,3,0,0,3,2,97953.121
20200823,4,0,0,20,8,392193.5197
20200823,5,0,0,10,3,58803.83569
20200823,6,0,0,16,4,365653.4691
20200823,7,0,0,19,6,1299344.45
20200823,8,0,0,16,8,275523.266
20200823,9,0,0,15,4,433650.5774
20200823,10,0,0,9,3,31913.93217
20200823,11,0,0,11,4,71794.8842
20200823,12,0,0,18,6,287706.2678
20200823,13,0,0,11,4,228431.6283
20200823,14,0,0,4,1,23778.3705
20200823,15,0,0,14,8,151730.7297
20200823,16,0,0,10,3,215623.9812
20200823,17,0,0,60,7,1694363.626
20200823,18,0,0,24,6,317384.4481
20200823,19,0,0,14,5,414835.9675
20200823,20,0,0,14,4,180541.6395
20200823,21,0,0,8,3,149347.454
20200823,22,0,0,5,3,68223.422
20200823,23,0,0,1,1,43777
20200823,24,0,0,5,3,19409.26533
20200823,25,0,0,23,5,330315.4507
20200823,26,0,0,24,6,997292.888
20200823,27,0,0,3,2,8859.7887
20200823,28,0,0,12,4,244104.3691
20200823,29,0,0,21,7,138674.1693
20200824,0,0,0,22,6,288830.0603
20200824,1,0,0,10,5,180600.8644
20200824,2,0,0,7,4,360342.626
20200824,3,0,0,3,2,97953.121
20200824,4,0,0,20,8,392193.5197
20200824,5,0,0,10,3,58803.83569
20200824,6,0,0,16,4,365653.4691
20200824,7,0,0,19,6,1299344.45
20200824,8,0,0,16,8,275523.266
20200824,9,0,0,15,4,433650.5774
20200824,10,0,0,9,3,31913.93217
20200824,11,0,0,11,4,71794.8842
20200824,12,0,0,18,6,287706.2678
20200824,13,0,0,11,4,228431.6283
20200824,14,0,0,4,1,23778.3705
20200824,15,0,0,14,8,151730.7297
20200824,16,0,0,10,3,215623.9812
20200824,17,0,0,60,7,1694363.626
20200824,18,0,0,24,6,317384.4481
20200824,19,0,0,14,5,414835.9675
20200824,20,0,0,14,4,180541.6395
20200824,21,0,0,8,3,149347.454
20200824,22,0,0,5,3,68223.422
20200824,23,0,0,1,1,43777
20200824,24,0,0,5,3,19409.26533
20200824,25,0,0,23,5,330315.4507
20200824,26,0,0,24,6,997292.888
20200824,27,0,0,3,2,8859.7887
20200824,28,0,0,12,4,244104.3691
20200824,29,0,0,21,7,138674.1693
20200825,0,0,0,22,6,288830.0603
20200825,1,0,0,10,5,180600.8644
20200825,2,0,0,7,4,360342.626
20200825,3,0,0,3,2,97953.121
20200825,4,0,0,20,8,392193.5197
20200825,5,0,0,10,3,58803.83569
20200825,6,0,0,16,4,365653.4691
20200825,7,0,0,19,6,1299344.45
20200825,8,0,0,16,8,275523.266
20200825,9,0,0,15,4,433650.5774
20200825,10,0,0,9,3,31913.93217
20200825,11,0,0,11,4,71794.8842
20200825,12,0,0,18,6,287706.2678
20200825,13,0,0,11,4,228431.6283
20200825,14,0,0,4,1,23778.3705
20200825,15,0,0,14,8,151730.7297
20200825,16,0,0,10,3,215623.9812
20200825,17,0,0,60,7,1694363.626
20200825,18,0,0,24,6,317384.4481
20200825,19,0,0,14,5,414835.9675
20200825,20,0,0,14,4,180541.6395
20200825,21,0,0,8,3,149347.454
20200825,22,0,0,5,3,68223.422
20200825,23,0,0,1,1,43777
20200825,24,0,0,5,3,19409.26533
20200825,25,0,0,23,5,330315.4507
20200825,26,0,0,24,6,997292.888
20200825,27,0,0,3,2,8859.7887
20200825,28,0,0,12,4,244104.3691
20200825,29,0,0,21,7,138674.1693
