date,zone_id,pai_num,shou_num,aoi_num,aoi_type,aoi_area
20200817,0,0,0,22,6,288830.0603
20200817,1,0,0,10,5,180600.8644
20200817,2,0,0,7,4,360342.626
20200817,3,0,0,3,2,97953.121
20200817,4,0,0,20,8,392193.5197
20200817,5,0,0,10,3,58803.83569
20200817,6,0,0,16,4,365653.4691
20200817,7,0,0,19,6,1299344.45
20200817,8,0,0,16,8,275523.266
20200817,9,0,0,15,4,433650.5774
20200817,10,0,0,9,3,31913.93217
20200817,11,0,0,11,4,71794.8842
20200817,12,0,0,18,6,287706.2678
20200817,13,0,0,11,4,228431.6283
20200817,14,0,0,4,1,23778.3705
20200817,15,0,0,14,8,151730.7297
20200817,16,0,0,10,3,215623.9812
20200817,17,0,0,60,7,1694363.626
20200817,18,0,0,24,6,317384.4481
20200817,19,0,0,14,5,414835.9675
20200817,20,0,0,14,4,180541.6395
20200817,21,0,0,8,3,149347.454
20200817,22,0,0,5,3,68223.422
20200817,23,0,0,1,1,43777
20200817,24,0,0,5,3,19409.26533
20200817,25,0,0,23,5,330315.4507
20200817,26,0,0,24,6,997292.888
20200817,27,0,0,3,2,8859.7887
20200817,28,0,0,12,4,244104.3691
20200817,29,0,0,21,7,138674.1693
20200818,0,0,0,22,6,288830.0603
20200818,1,0,0,10,5,180600.8644
20200818,2,0,0,7,4,360342.626
20200818,3,0,0,3,2,97953.121
20200818,4,0,0,20,8,392193.5197
20200818,5,0,0,10,3,58803.83569
20200818,6,0,0,16,4,365653.4691
20200818,7,0,0,19,6,1299344.45
20200818,8,0,0,16,8,275523.266
20200818,9,0,0,15,4,433650.5774
20200818,10,0,0,9,3,31913.93217
20200818,11,0,0,11,4,71794.8842
20200818,12,0,0,18,6,287706.2678
20200818,13,0,0,11,4,228431.6283
20200818,14,0,0,4,1,23778.3705
20200818,15,0,0,14,8,151730.7297
20200818,16,0,0,10,3,215623.9812
20200818,17,0,0,60,7,1694363.626
20200818,18,0,0,24,6,317384.4481
20200818,19,0,0,14,5,414835.9675
20200818,20,0,0,14,4,180541.6395
20200818,21,0,0,8,3,149347.454
20200818,22,0,0,5,3,68223.422
20200818,23,0,0,1,1,43777
20200818,24,0,0,5,3,19409.26533
20200818,25,0,0,23,5,330315.4507
20200818,26,0,0,24,6,997292.888
20200818,27,0,0,3,2,8859.7887
20200818,28,0,0,12,4,244104.3691
20200818,29,0,0,21,7,138674.1693
20200819,0,0,0,22,6,288830.0603
20200819,1,0,0,10,5,180600.8644
20200819,2,0,0,7,4,360342.626
20200819,3,0,0,3,2,97953.121
20200819,4,0,0,20,8,392193.5197
20200819,5,0,0,10,3,58803.83569
20200819,6,0,0,16,4,365653.4691
20200819,7,0,0,19,6,1299344.45
20200819,8,0,0,16,8,275523.266
20200819,9,0,0,15,4,433650.5774
20200819,10,0,0,9,3,31913.93217
20200819,11,0,0,11,4,71794.8842
20200819,12,0,0,18,6,287706.2678
20200819,13,0,0,11,4,228431.6283
20200819,14,0,0,4,1,23778.3705
20200819,15,0,0,14,8,151730.7297
20200819,16,0,0,10,3,215623.9812
20200819,17,0,0,60,7,1694363.626
20200819,18,0,0,24,6,317384.4481
20200819,19,0,0,14,5,414835.9675
20200819,20,0,0,14,4,180541.6395
20200819,21,0,0,8,3,149347.454
20200819,22,0,0,5,3,68223.422
20200819,23,0,0,1,1,43777
20200819,24,0,0,5,3,19409.26533
20200819,25,0,0,23,5,330315.4507
20200819,26,0,0,24,6,997292.888
20200819,27,0,0,3,2,8859.7887
20200819,28,0,0,12,4,244104.3691
20200819,29,0,0,21,7,138674.1693
